Time,X_pos,Y_pos,X_vel,Y_vel,X_acl,Y_acl,Angle,Ang_vel,Ang_acl
39.79,-1706.081801150557,5049.174501694998,-44.582900326150195,-58.97850169422446,0.0,-9.81,813.6450000000304,21.00000000000003,0
39.800000000000004,-1706.5276301538186,5048.583735678056,-44.582900326150195,-59.076601694224465,0.0,-9.81,813.8550000000305,21.00000000000003,0
39.81,-1706.97345915708,5047.991988661113,-44.582900326150195,-59.17470169422447,0.0,-9.81,814.0650000000305,21.00000000000003,0
39.82,-1707.4192881603415,5047.399260644171,-44.582900326150195,-59.27280169422447,0.0,-9.81,814.2750000000306,21.00000000000003,0
39.83,-1707.865117163603,5046.805551627229,-44.582900326150195,-59.37090169422447,0.0,-9.81,814.4850000000306,21.00000000000003,0
39.84,-1708.3109461668644,5046.210861610287,-44.582900326150195,-59.469001694224474,0.0,-9.81,814.6950000000306,21.00000000000003,0
39.85,-1708.7567751701258,5045.615190593345,-44.582900326150195,-59.567101694224476,0.0,-9.81,814.9050000000307,21.00000000000003,0
39.86,-1709.2026041733873,5045.0185385764025,-44.582900326150195,-59.66520169422448,0.0,-9.81,815.1150000000307,21.00000000000003,0
39.87,-1709.6484331766487,5044.42090555946,-44.582900326150195,-59.76330169422448,0.0,-9.81,815.3250000000307,21.00000000000003,0
39.88,-1710.0942621799102,5043.822291542518,-44.582900326150195,-59.86140169422448,0.0,-9.81,815.5350000000308,21.00000000000003,0
39.89,-1710.5400911831716,5043.222696525575,-44.582900326150195,-59.959501694224485,0.0,-9.81,815.7450000000308,21.00000000000003,0
39.9,-1710.985920186433,5042.622120508633,-44.582900326150195,-60.05760169422449,0.0,-9.81,815.9550000000309,21.00000000000003,0
39.910000000000004,-1711.4317491896945,5042.020563491691,-44.582900326150195,-60.15570169422449,0.0,-9.81,816.1650000000309,21.00000000000003,0
39.92,-1711.877578192956,5041.418025474749,-44.582900326150195,-60.25380169422449,0.0,-9.81,816.3750000000309,21.00000000000003,0
39.93,-1712.3234071962174,5040.814506457807,-44.582900326150195,-60.351901694224495,0.0,-9.81,816.585000000031,21.00000000000003,0
39.94,-1712.7692361994789,5040.210006440864,-44.582900326150195,-60.4500016942245,0.0,-9.81,816.795000000031,21.00000000000003,0
39.95,-1713.2150652027403,5039.604525423922,-44.582900326150195,-60.5481016942245,0.0,-9.81,817.005000000031,21.00000000000003,0
39.96,-1713.6608942060018,5038.99806340698,-44.582900326150195,-60.6462016942245,0.0,-9.81,817.2150000000311,21.00000000000003,0
39.97,-1714.1067232092632,5038.390620390038,-44.582900326150195,-60.744301694224504,0.0,-9.81,817.4250000000311,21.00000000000003,0
39.980000000000004,-1714.5525522125247,5037.782196373096,-44.582900326150195,-60.842401694224506,0.0,-9.81,817.6350000000311,21.00000000000003,0
39.99,-1714.9983812157861,5037.1727913561535,-44.582900326150195,-60.94050169422451,0.0,-9.81,817.8450000000312,21.00000000000003,0
40.0,-1715.4442102190476,5036.562405339211,-44.582900326150195,-61.03860169422451,0.0,-9.81,818.0550000000312,21.00000000000003,0
40.01,-1715.890039222309,5035.951038322269,-44.582900326150195,-61.13670169422451,0.0,-9.81,818.2650000000313,21.00000000000003,0
40.02,-1716.3358682255705,5035.338690305326,-44.582900326150195,-61.234801694224515,0.0,-9.81,818.4750000000313,21.00000000000003,0
40.03,-1716.781697228832,5034.725361288384,-44.582900326150195,-61.33290169422452,0.0,-9.81,818.6850000000313,21.00000000000003,0
40.04,-1717.2275262320934,5034.111051271442,-44.582900326150195,-61.43100169422452,0.0,-9.81,818.8950000000314,21.00000000000003,0
40.050000000000004,-1717.6733552353548,5033.4957602545,-44.582900326150195,-61.52910169422452,0.0,-9.81,819.1050000000314,21.00000000000003,0
40.06,-1718.1191842386163,5032.879488237558,-44.582900326150195,-61.627201694224524,0.0,-9.81,819.3150000000314,21.00000000000003,0
40.07,-1718.5650132418778,5032.262235220615,-44.582900326150195,-61.72530169422453,0.0,-9.81,819.5250000000315,21.00000000000003,0
40.08,-1719.0108422451392,5031.644001203673,-44.582900326150195,-61.82340169422453,0.0,-9.81,819.7350000000315,21.00000000000003,0
40.09,-1719.4566712484007,5031.02478618673,-44.582900326150195,-61.92150169422453,0.0,-9.81,819.9450000000315,21.00000000000003,0
40.1,-1719.902500251662,5030.404590169788,-44.582900326150195,-62.019601694224534,0.0,-9.81,820.1550000000316,21.00000000000003,0
40.11,-1720.3483292549236,5029.783413152846,-44.582900326150195,-62.117701694224536,0.0,-9.81,820.3650000000316,21.00000000000003,0
40.12,-1720.794158258185,5029.161255135904,-44.582900326150195,-62.21580169422454,0.0,-9.81,820.5750000000317,21.00000000000003,0
40.13,-1721.2399872614465,5028.538116118962,-44.582900326150195,-62.31390169422454,0.0,-9.81,820.7850000000317,21.00000000000003,0
40.14,-1721.685816264708,5027.913996102019,-44.582900326150195,-62.41200169422454,0.0,-9.81,820.9950000000317,21.00000000000003,0
40.15,-1722.1316452679694,5027.288895085077,-44.582900326150195,-62.510101694224545,0.0,-9.81,821.2050000000318,21.00000000000003,0
40.160000000000004,-1722.5774742712308,5026.662813068135,-44.582900326150195,-62.60820169422455,0.0,-9.81,821.4150000000318,21.00000000000003,0
40.17,-1723.0233032744923,5026.035750051193,-44.582900326150195,-62.70630169422455,0.0,-9.81,821.6250000000318,21.00000000000003,0
40.18,-1723.4691322777537,5025.407706034251,-44.582900326150195,-62.80440169422455,0.0,-9.81,821.8350000000319,21.00000000000003,0
40.19,-1723.9149612810152,5024.778681017308,-44.582900326150195,-62.902501694224554,0.0,-9.81,822.0450000000319,21.00000000000003,0
40.2,-1724.3607902842766,5024.148675000366,-44.582900326150195,-63.00060169422456,0.0,-9.81,822.2550000000319,21.00000000000003,0
40.21,-1724.806619287538,5023.5176879834235,-44.582900326150195,-63.09870169422456,0.0,-9.81,822.465000000032,21.00000000000003,0
40.22,-1725.2524482907995,5022.885719966481,-44.582900326150195,-63.19680169422456,0.0,-9.81,822.675000000032,21.00000000000003,0
40.230000000000004,-1725.698277294061,5022.252770949539,-44.582900326150195,-63.29490169422456,0.0,-9.81,822.885000000032,21.00000000000003,0
40.24,-1726.1441062973224,5021.618840932597,-44.582900326150195,-63.393001694224566,0.0,-9.81,823.0950000000321,21.00000000000003,0
40.25,-1726.5899353005839,5020.983929915655,-44.582900326150195,-63.49110169422457,0.0,-9.81,823.3050000000321,21.00000000000003,0
40.26,-1727.0357643038453,5020.348037898712,-44.582900326150195,-63.58920169422457,0.0,-9.81,823.5150000000322,21.00000000000003,0
40.27,-1727.4815933071068,5019.71116488177,-44.582900326150195,-63.68730169422457,0.0,-9.81,823.7250000000322,21.00000000000003,0
40.28,-1727.9274223103682,5019.073310864827,-44.582900326150195,-63.785401694224575,0.0,-9.81,823.9350000000322,21.00000000000003,0
40.29,-1728.3732513136297,5018.434475847886,-44.582900326150195,-63.88350169422458,0.0,-9.81,824.1450000000323,21.00000000000003,0
40.300000000000004,-1728.8190803168911,5017.794659830944,-44.582900326150195,-63.98160169422458,0.0,-9.81,824.3550000000323,21.00000000000003,0
40.31,-1729.2649093201526,5017.1538628140015,-44.582900326150195,-64.07970169422458,0.0,-9.81,824.5650000000323,21.00000000000003,0
40.32,-1729.710738323414,5016.512084797059,-44.582900326150195,-64.17780169422458,0.0,-9.81,824.7750000000324,21.00000000000003,0
40.33,-1730.1565673266755,5015.869325780117,-44.582900326150195,-64.27590169422459,0.0,-9.81,824.9850000000324,21.00000000000003,0
40.34,-1730.602396329937,5015.225585763174,-44.582900326150195,-64.37400169422459,0.0,-9.81,825.1950000000325,21.00000000000003,0
40.35,-1731.0482253331984,5014.580864746232,-44.582900326150195,-64.47210169422459,0.0,-9.81,825.4050000000325,21.00000000000003,0
40.36,-1731.4940543364598,5013.93516272929,-44.582900326150195,-64.5702016942246,0.0,-9.81,825.6150000000325,21.00000000000003,0
40.37,-1731.9398833397213,5013.288479712348,-44.582900326150195,-64.6683016942246,0.0,-9.81,825.8250000000326,21.00000000000003,0
40.38,-1732.3857123429827,5012.640815695406,-44.582900326150195,-64.7664016942246,0.0,-9.81,826.0350000000326,21.00000000000003,0
40.39,-1732.8315413462442,5011.9921706784635,-44.582900326150195,-64.8645016942246,0.0,-9.81,826.2450000000326,21.00000000000003,0
40.4,-1733.2773703495056,5011.342544661521,-44.582900326150195,-64.9626016942246,0.0,-9.81,826.4550000000327,21.00000000000003,0
40.410000000000004,-1733.723199352767,5010.6919376445785,-44.582900326150195,-65.0607016942246,0.0,-9.81,826.6650000000327,21.00000000000003,0
40.42,-1734.1690283560285,5010.040349627636,-44.582900326150195,-65.1588016942246,0.0,-9.81,826.8750000000327,21.00000000000003,0
40.43,-1734.61485735929,5009.387780610694,-44.582900326150195,-65.25690169422461,0.0,-9.81,827.0850000000328,21.00000000000003,0
40.44,-1735.0606863625515,5008.734230593752,-44.582900326150195,-65.35500169422461,0.0,-9.81,827.2950000000328,21.00000000000003,0
40.45,-1735.506515365813,5008.07969957681,-44.582900326150195,-65.45310169422461,0.0,-9.81,827.5050000000329,21.00000000000003,0
40.46,-1735.9523443690744,5007.424187559867,-44.582900326150195,-65.55120169422462,0.0,-9.81,827.7150000000329,21.00000000000003,0
40.47,-1736.3981733723358,5006.767694542925,-44.582900326150195,-65.64930169422462,0.0,-9.81,827.9250000000329,21.00000000000003,0
40.480000000000004,-1736.8440023755973,5006.110220525982,-44.582900326150195,-65.74740169422462,0.0,-9.81,828.135000000033,21.00000000000003,0
40.49,-1737.2898313788587,5005.45176550904,-44.582900326150195,-65.84550169422462,0.0,-9.81,828.345000000033,21.00000000000003,0
40.5,-1737.7356603821202,5004.792329492098,-44.582900326150195,-65.94360169422463,0.0,-9.81,828.555000000033,21.00000000000003,0
40.51,-1738.1814893853816,5004.131912475156,-44.582900326150195,-66.04170169422463,0.0,-9.81,828.7650000000331,21.00000000000003,0
40.52,-1738.627318388643,5003.470514458214,-44.582900326150195,-66.13980169422463,0.0,-9.81,828.9750000000331,21.00000000000003,0
40.53,-1739.0731473919045,5002.808135441272,-44.582900326150195,-66.23790169422463,0.0,-9.81,829.1850000000331,21.00000000000003,0
40.54,-1739.518976395166,5002.144775424329,-44.582900326150195,-66.33600169422463,0.0,-9.81,829.3950000000332,21.00000000000003,0
40.550000000000004,-1739.9648053984274,5001.480434407386,-44.582900326150195,-66.43410169422464,0.0,-9.81,829.6050000000332,21.00000000000003,0
40.56,-1740.4106344016889,5000.8151123904445,-44.582900326150195,-66.53220169422464,0.0,-9.81,829.8150000000333,21.00000000000003,0
40.57,-1740.8564634049503,5000.148809373502,-44.582900326150195,-66.63030169422464,0.0,-9.81,830.0250000000333,21.00000000000003,0
40.58,-1741.3022924082118,4999.48152535656,-44.582900326150195,-66.72840169422464,0.0,-9.81,830.2350000000333,21.00000000000003,0
40.59,-1741.7481214114732,4998.813260339618,-44.582900326150195,-66.82650169422465,0.0,-9.81,830.4450000000334,21.00000000000003,0
40.6,-1742.1939504147347,4998.1440143226755,-44.582900326150195,-66.92460169422465,0.0,-9.81,830.6550000000334,21.00000000000003,0
40.61,-1742.6397794179961,4997.473787305733,-44.582900326150195,-67.02270169422465,0.0,-9.81,830.8650000000334,21.00000000000003,0
40.62,-1743.0856084212576,4996.802579288791,-44.582900326150195,-67.12080169422465,0.0,-9.81,831.0750000000335,21.00000000000003,0
40.63,-1743.531437424519,4996.130390271849,-44.582900326150195,-67.21890169422466,0.0,-9.81,831.2850000000335,21.00000000000003,0
40.64,-1743.9772664277805,4995.457220254907,-44.582900326150195,-67.31700169422466,0.0,-9.81,831.4950000000335,21.00000000000003,0
40.65,-1744.423095431042,4994.783069237965,-44.582900326150195,-67.41510169422466,0.0,-9.81,831.7050000000336,21.00000000000003,0
40.660000000000004,-1744.8689244343034,4994.107937221022,-44.582900326150195,-67.51320169422466,0.0,-9.81,831.9150000000336,21.00000000000003,0
40.67,-1745.3147534375648,4993.43182420408,-44.582900326150195,-67.61130169422466,0.0,-9.81,832.1250000000337,21.00000000000003,0
40.68,-1745.7605824408263,4992.754730187137,-44.582900326150195,-67.70940169422467,0.0,-9.81,832.3350000000337,21.00000000000003,0
40.69,-1746.2064114440877,4992.076655170195,-44.582900326150195,-67.80750169422467,0.0,-9.81,832.5450000000337,21.00000000000003,0
40.7,-1746.6522404473492,4991.397599153253,-44.582900326150195,-67.90560169422467,0.0,-9.81,832.7550000000338,21.00000000000003,0
40.71,-1747.0980694506106,4990.717562136311,-44.582900326150195,-68.00370169422467,0.0,-9.81,832.9650000000338,21.00000000000003,0
40.72,-1747.543898453872,4990.036544119369,-44.582900326150195,-68.10180169422468,0.0,-9.81,833.1750000000338,21.00000000000003,0
40.730000000000004,-1747.9897274571335,4989.3545451024265,-44.582900326150195,-68.19990169422468,0.0,-9.81,833.3850000000339,21.00000000000003,0
40.74,-1748.435556460395,4988.671565085484,-44.582900326150195,-68.29800169422468,0.0,-9.81,833.5950000000339,21.00000000000003,0
40.75,-1748.8813854636564,4987.987604068542,-44.582900326150195,-68.39610169422468,0.0,-9.81,833.8050000000339,21.00000000000003,0
40.76,-1749.327214466918,4987.3026620516,-44.582900326150195,-68.49420169422469,0.0,-9.81,834.015000000034,21.00000000000003,0
40.77,-1749.7730434701793,4986.616739034658,-44.582900326150195,-68.59230169422469,0.0,-9.81,834.225000000034,21.00000000000003,0
40.78,-1750.2188724734408,4985.929835017716,-44.582900326150195,-68.69040169422469,0.0,-9.81,834.435000000034,21.00000000000003,0
40.79,-1750.6647014767022,4985.241950000774,-44.582900326150195,-68.78850169422469,0.0,-9.81,834.6450000000341,21.00000000000003,0
40.800000000000004,-1751.1105304799637,4984.553083983831,-44.582900326150195,-68.8866016942247,0.0,-9.81,834.8550000000341,21.00000000000003,0
40.81,-1751.5563594832252,4983.8632369668885,-44.582900326150195,-68.9847016942247,0.0,-9.81,835.0650000000342,21.00000000000003,0
40.82,-1752.0021884864866,4983.172408949947,-44.582900326150195,-69.0828016942247,0.0,-9.81,835.2750000000342,21.00000000000003,0
40.83,-1752.448017489748,4982.480599933005,-44.582900326150195,-69.1809016942247,0.0,-9.81,835.4850000000342,21.00000000000003,0
40.84,-1752.8938464930095,4981.7878099160625,-44.582900326150195,-69.2790016942247,0.0,-9.81,835.6950000000343,21.00000000000003,0
40.85,-1753.339675496271,4981.09403889912,-44.582900326150195,-69.3771016942247,0.0,-9.81,835.9050000000343,21.00000000000003,0
40.86,-1753.7855044995324,4980.399286882178,-44.582900326150195,-69.47520169422471,0.0,-9.81,836.1150000000343,21.00000000000003,0
40.87,-1754.2313335027939,4979.703553865235,-44.582900326150195,-69.57330169422471,0.0,-9.81,836.3250000000344,21.00000000000003,0
40.88,-1754.6771625060553,4979.006839848293,-44.582900326150195,-69.67140169422471,0.0,-9.81,836.5350000000344,21.00000000000003,0
40.89,-1755.1229915093168,4978.309144831351,-44.582900326150195,-69.76950169422472,0.0,-9.81,836.7450000000345,21.00000000000003,0
40.9,-1755.5688205125782,4977.610468814409,-44.582900326150195,-69.86760169422472,0.0,-9.81,836.9550000000345,21.00000000000003,0
40.910000000000004,-1756.0146495158397,4976.9108117974665,-44.582900326150195,-69.96570169422472,0.0,-9.81,837.1650000000345,21.00000000000003,0
40.92,-1756.4604785191011,4976.210173780524,-44.582900326150195,-70.06380169422472,0.0,-9.81,837.3750000000346,21.00000000000003,0
40.93,-1756.9063075223626,4975.508554763582,-44.582900326150195,-70.16190169422472,0.0,-9.81,837.5850000000346,21.00000000000003,0
40.94,-1757.352136525624,4974.805954746639,-44.582900326150195,-70.26000169422473,0.0,-9.81,837.7950000000346,21.00000000000003,0
40.95,-1757.7979655288855,4974.102373729697,-44.582900326150195,-70.35810169422473,0.0,-9.81,838.0050000000347,21.00000000000003,0
40.96,-1758.243794532147,4973.397811712755,-44.582900326150195,-70.45620169422473,0.0,-9.81,838.2150000000347,21.00000000000003,0
40.97,-1758.6896235354084,4972.692268695813,-44.582900326150195,-70.55430169422473,0.0,-9.81,838.4250000000347,21.00000000000003,0
40.980000000000004,-1759.1354525386698,4971.985744678871,-44.582900326150195,-70.65240169422474,0.0,-9.81,838.6350000000348,21.00000000000003,0
40.99,-1759.5812815419313,4971.278239661929,-44.582900326150195,-70.75050169422474,0.0,-9.81,838.8450000000348,21.00000000000003,0
41.0,-1760.0271105451927,4970.569753644986,-44.582900326150195,-70.84860169422474,0.0,-9.81,839.0550000000349,21.00000000000003,0
41.01,-1760.4729395484542,4969.8602866280435,-44.582900326150195,-70.94670169422474,0.0,-9.81,839.2650000000349,21.00000000000003,0
41.02,-1760.9187685517156,4969.149838611102,-44.582900326150195,-71.04480169422474,0.0,-9.81,839.4750000000349,21.00000000000003,0
41.03,-1761.364597554977,4968.43840959416,-44.582900326150195,-71.14290169422475,0.0,-9.81,839.685000000035,21.00000000000003,0
41.04,-1761.8104265582385,4967.725999577217,-44.582900326150195,-71.24100169422475,0.0,-9.81,839.895000000035,21.00000000000003,0
41.050000000000004,-1762.2562555615,4967.012608560275,-44.582900326150195,-71.33910169422475,0.0,-9.81,840.105000000035,21.00000000000003,0
41.06,-1762.7020845647614,4966.298236543333,-44.582900326150195,-71.43720169422475,0.0,-9.81,840.3150000000351,21.00000000000003,0
41.07,-1763.147913568023,4965.58288352639,-44.582900326150195,-71.53530169422476,0.0,-9.81,840.5250000000351,21.00000000000003,0
41.08,-1763.5937425712843,4964.866549509448,-44.582900326150195,-71.63340169422476,0.0,-9.81,840.7350000000351,21.00000000000003,0
41.09,-1764.0395715745458,4964.149234492506,-44.582900326150195,-71.73150169422476,0.0,-9.81,840.9450000000352,21.00000000000003,0
41.1,-1764.4854005778072,4963.430938475564,-44.582900326150195,-71.82960169422476,0.0,-9.81,841.1550000000352,21.00000000000003,0
41.11,-1764.9312295810687,4962.711661458622,-44.582900326150195,-71.92770169422477,0.0,-9.81,841.3650000000353,21.00000000000003,0
41.12,-1765.3770585843301,4961.99140344168,-44.582900326150195,-72.02580169422477,0.0,-9.81,841.5750000000353,21.00000000000003,0
41.13,-1765.8228875875916,4961.270164424737,-44.582900326150195,-72.12390169422477,0.0,-9.81,841.7850000000353,21.00000000000003,0
41.14,-1766.268716590853,4960.547944407795,-44.582900326150195,-72.22200169422477,0.0,-9.81,841.9950000000354,21.00000000000003,0
41.15,-1766.7145455941145,4959.824743390853,-44.582900326150195,-72.32010169422477,0.0,-9.81,842.2050000000354,21.00000000000003,0
41.160000000000004,-1767.160374597376,4959.100561373911,-44.582900326150195,-72.41820169422478,0.0,-9.81,842.4150000000354,21.00000000000003,0
41.17,-1767.6062036006374,4958.375398356969,-44.582900326150195,-72.51630169422478,0.0,-9.81,842.6250000000355,21.00000000000003,0
41.18,-1768.0520326038989,4957.649254340026,-44.582900326150195,-72.61440169422478,0.0,-9.81,842.8350000000355,21.00000000000003,0
41.19,-1768.4978616071603,4956.922129323084,-44.582900326150195,-72.71250169422478,0.0,-9.81,843.0450000000355,21.00000000000003,0
41.2,-1768.9436906104218,4956.194023306141,-44.582900326150195,-72.81060169422479,0.0,-9.81,843.2550000000356,21.00000000000003,0
41.21,-1769.3895196136832,4955.464936289199,-44.582900326150195,-72.90870169422479,0.0,-9.81,843.4650000000356,21.00000000000003,0
41.22,-1769.8353486169447,4954.734868272257,-44.582900326150195,-73.00680169422479,0.0,-9.81,843.6750000000357,21.00000000000003,0
41.230000000000004,-1770.281177620206,4954.003819255315,-44.582900326150195,-73.1049016942248,0.0,-9.81,843.8850000000357,21.00000000000003,0
41.24,-1770.7270066234676,4953.271789238373,-44.582900326150195,-73.2030016942248,0.0,-9.81,844.0950000000357,21.00000000000003,0
41.25,-1771.172835626729,4952.53877822143,-44.582900326150195,-73.3011016942248,0.0,-9.81,844.3050000000358,21.00000000000003,0
41.26,-1771.6186646299905,4951.804786204488,-44.582900326150195,-73.3992016942248,0.0,-9.81,844.5150000000358,21.00000000000003,0
41.27,-1772.064493633252,4951.069813187545,-44.582900326150195,-73.4973016942248,0.0,-9.81,844.7250000000358,21.00000000000003,0
41.28,-1772.5103226365134,4950.333859170603,-44.582900326150195,-73.5954016942248,0.0,-9.81,844.9350000000359,21.00000000000003,0
41.29,-1772.9561516397748,4949.596924153661,-44.582900326150195,-73.6935016942248,0.0,-9.81,845.1450000000359,21.00000000000003,0
41.300000000000004,-1773.4019806430363,4948.859008136719,-44.582900326150195,-73.79160169422481,0.0,-9.81,845.355000000036,21.00000000000003,0
41.31,-1773.8478096462977,4948.120111119777,-44.582900326150195,-73.88970169422481,0.0,-9.81,845.565000000036,21.00000000000003,0
41.32,-1774.2936386495592,4947.380233102835,-44.582900326150195,-73.98780169422481,0.0,-9.81,845.775000000036,21.00000000000003,0
41.33,-1774.7394676528206,4946.639374085892,-44.582900326150195,-74.08590169422482,0.0,-9.81,845.985000000036,21.00000000000003,0
41.34,-1775.185296656082,4945.897534068949,-44.582900326150195,-74.18400169422482,0.0,-9.81,846.1950000000361,21.00000000000003,0
41.35,-1775.6311256593435,4945.1547130520075,-44.582900326150195,-74.28210169422482,0.0,-9.81,846.4050000000361,21.00000000000003,0
41.36,-1776.076954662605,4944.4109110350655,-44.582900326150195,-74.38020169422482,0.0,-9.81,846.6150000000362,21.00000000000003,0
41.37,-1776.5227836658664,4943.666128018123,-44.582900326150195,-74.47830169422483,0.0,-9.81,846.8250000000362,21.00000000000003,0
41.38,-1776.9686126691279,4942.920364001181,-44.582900326150195,-74.57640169422483,0.0,-9.81,847.0350000000362,21.00000000000003,0
41.39,-1777.4144416723893,4942.173618984239,-44.582900326150195,-74.67450169422483,0.0,-9.81,847.2450000000363,21.00000000000003,0
41.4,-1777.8602706756508,4941.425892967296,-44.582900326150195,-74.77260169422483,0.0,-9.81,847.4550000000363,21.00000000000003,0
41.410000000000004,-1778.3060996789122,4940.677185950354,-44.582900326150195,-74.87070169422483,0.0,-9.81,847.6650000000363,21.00000000000003,0
41.42,-1778.7519286821737,4939.927497933412,-44.582900326150195,-74.96880169422484,0.0,-9.81,847.8750000000364,21.00000000000003,0
41.43,-1779.1977576854351,4939.17682891647,-44.582900326150195,-75.06690169422484,0.0,-9.81,848.0850000000364,21.00000000000003,0
41.44,-1779.6435866886966,4938.425178899528,-44.582900326150195,-75.16500169422484,0.0,-9.81,848.2950000000365,21.00000000000003,0
41.45,-1780.089415691958,4937.672547882586,-44.582900326150195,-75.26310169422484,0.0,-9.81,848.5050000000365,21.00000000000003,0
41.46,-1780.5352446952195,4936.918935865643,-44.582900326150195,-75.36120169422485,0.0,-9.81,848.7150000000365,21.00000000000003,0
41.47,-1780.981073698481,4936.1643428487005,-44.582900326150195,-75.45930169422485,0.0,-9.81,848.9250000000366,21.00000000000003,0
41.480000000000004,-1781.4269027017424,4935.408768831759,-44.582900326150195,-75.55740169422485,0.0,-9.81,849.1350000000366,21.00000000000003,0
41.49,-1781.8727317050038,4934.652213814817,-44.582900326150195,-75.65550169422485,0.0,-9.81,849.3450000000366,21.00000000000003,0
41.5,-1782.3185607082653,4933.8946777978745,-44.582900326150195,-75.75360169422486,0.0,-9.81,849.5550000000367,21.00000000000003,0
41.51,-1782.7643897115267,4933.136160780932,-44.582900326150195,-75.85170169422486,0.0,-9.81,849.7650000000367,21.00000000000003,0
41.52,-1783.2102187147882,4932.37666276399,-44.582900326150195,-75.94980169422486,0.0,-9.81,849.9750000000367,21.00000000000003,0
41.53,-1783.6560477180496,4931.616183747047,-44.582900326150195,-76.04790169422486,0.0,-9.81,850.1850000000368,21.00000000000003,0
41.54,-1784.101876721311,4930.8547237301045,-44.582900326150195,-76.14600169422486,0.0,-9.81,850.3950000000368,21.00000000000003,0
41.550000000000004,-1784.5477057245726,4930.092282713163,-44.582900326150195,-76.24410169422487,0.0,-9.81,850.6050000000369,21.00000000000003,0
41.56,-1784.993534727834,4929.3288606962205,-44.582900326150195,-76.34220169422487,0.0,-9.81,850.8150000000369,21.00000000000003,0
41.57,-1785.4393637310955,4928.564457679278,-44.582900326150195,-76.44030169422487,0.0,-9.81,851.0250000000369,21.00000000000003,0
41.58,-1785.885192734357,4927.799073662336,-44.582900326150195,-76.53840169422487,0.0,-9.81,851.235000000037,21.00000000000003,0
41.59,-1786.3310217376184,4927.0327086453935,-44.582900326150195,-76.63650169422488,0.0,-9.81,851.445000000037,21.00000000000003,0
41.6,-1786.7768507408798,4926.265362628451,-44.582900326150195,-76.73460169422488,0.0,-9.81,851.655000000037,21.00000000000003,0
41.61,-1787.2226797441413,4925.497035611509,-44.582900326150195,-76.83270169422488,0.0,-9.81,851.8650000000371,21.00000000000003,0
41.62,-1787.6685087474027,4924.727727594567,-44.582900326150195,-76.93080169422488,0.0,-9.81,852.0750000000371,21.00000000000003,0
41.63,-1788.1143377506642,4923.957438577625,-44.582900326150195,-77.02890169422488,0.0,-9.81,852.2850000000371,21.00000000000003,0
41.64,-1788.5601667539256,4923.186168560683,-44.582900326150195,-77.12700169422489,0.0,-9.81,852.4950000000372,21.00000000000003,0
41.65,-1789.005995757187,4922.41391754374,-44.582900326150195,-77.22510169422489,0.0,-9.81,852.7050000000372,21.00000000000003,0
41.660000000000004,-1789.4518247604485,4921.640685526798,-44.582900326150195,-77.32320169422489,0.0,-9.81,852.9150000000373,21.00000000000003,0
41.67,-1789.89765376371,4920.866472509855,-44.582900326150195,-77.4213016942249,0.0,-9.81,853.1250000000373,21.00000000000003,0
41.68,-1790.3434827669714,4920.091278492913,-44.582900326150195,-77.5194016942249,0.0,-9.81,853.3350000000373,21.00000000000003,0
41.69,-1790.7893117702329,4919.315103475971,-44.582900326150195,-77.6175016942249,0.0,-9.81,853.5450000000374,21.00000000000003,0
41.7,-1791.2351407734943,4918.537947459029,-44.582900326150195,-77.7156016942249,0.0,-9.81,853.7550000000374,21.00000000000003,0
41.71,-1791.6809697767558,4917.759810442087,-44.582900326150195,-77.8137016942249,0.0,-9.81,853.9650000000374,21.00000000000003,0
41.72,-1792.1267987800172,4916.980692425144,-44.582900326150195,-77.9118016942249,0.0,-9.81,854.1750000000375,21.00000000000003,0
41.730000000000004,-1792.5726277832787,4916.200593408202,-44.582900326150195,-78.00990169422491,0.0,-9.81,854.3850000000375,21.00000000000003,0
41.74,-1793.0184567865401,4915.41951339126,-44.582900326150195,-78.10800169422491,0.0,-9.81,854.5950000000375,21.00000000000003,0
41.75,-1793.4642857898016,4914.637452374318,-44.582900326150195,-78.20610169422491,0.0,-9.81,854.8050000000376,21.00000000000003,0
41.76,-1793.910114793063,4913.854410357376,-44.582900326150195,-78.30420169422491,0.0,-9.81,855.0150000000376,21.00000000000003,0
41.77,-1794.3559437963245,4913.070387340434,-44.582900326150195,-78.40230169422492,0.0,-9.81,855.2250000000377,21.00000000000003,0
41.78,-1794.801772799586,4912.285383323491,-44.582900326150195,-78.50040169422492,0.0,-9.81,855.4350000000377,21.00000000000003,0
41.79,-1795.2476018028474,4911.499398306549,-44.582900326150195,-78.59850169422492,0.0,-9.81,855.6450000000377,21.00000000000003,0
41.800000000000004,-1795.6934308061088,4910.712432289606,-44.582900326150195,-78.69660169422492,0.0,-9.81,855.8550000000378,21.00000000000003,0
41.81,-1796.1392598093703,4909.924485272664,-44.582900326150195,-78.79470169422493,0.0,-9.81,856.0650000000378,21.00000000000003,0
41.82,-1796.5850888126317,4909.135557255722,-44.582900326150195,-78.89280169422493,0.0,-9.81,856.2750000000378,21.00000000000003,0
41.83,-1797.0309178158932,4908.34564823878,-44.582900326150195,-78.99090169422493,0.0,-9.81,856.4850000000379,21.00000000000003,0
41.84,-1797.4767468191546,4907.554758221838,-44.582900326150195,-79.08900169422493,0.0,-9.81,856.6950000000379,21.00000000000003,0
41.85,-1797.922575822416,4906.762887204895,-44.582900326150195,-79.18710169422494,0.0,-9.81,856.905000000038,21.00000000000003,0
